"ID_training_1_soundfile","acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_keyboard_response","correct_pretest_discrim_instructions_2_display","correct_pretest_discrim_instructions_3_display","correct_pretest_discrim_instructions_display","correct_response","correct_welcome_display","count_ID_advanced_delay","count_ID_advanced_delay_2","count_ID_instructions_1","count_ID_test_endtask_display","count_ID_test_loop","count_ID_test_sequence","count_ID_test_trial_sequence","count_ID_test_trials_loop","count_ID_training1_loop","count_ID_training1_loop_2","count_ID_training_1_display","count_ID_training_1_instructions","count_ID_training_1_sequence","count_ID_training_1_sequence_2","count_ID_training_1_sound_file","count_ID_training_1_sound_file_2","count_ID_training_1_trial_sequence","count_ID_training_1_trial_sequence_2","count_ID_training_1_trials_loop","count_ID_training_1_trials_loop_2","count_ID_training_2_endtask_display","count_break_end","count_discrim_advanced_delay","count_discrim_advanced_delay_long","count_discrim_display","count_discrim_post_instructions","count_discrim_post_loop","count_discrim_post_sequence","count_discrim_post_trial_sequence","count_discrim_post_trials_loop","count_discrim_sound_file","count_experiment","count_experiment_end_display","count_experiment_logger","count_familiarization_1_display","count_familiarization_1_display_2","count_familiarization_1_endtask_display","count_familiarization_1_loop","count_familiarization_1_sequence","count_familiarization_1_sound_file","count_familiarization_1_trial_sequence","count_familiarization_1_trials_loop","count_famililarization_advanced_delay","count_feedback_correct","count_feedback_correct_2","count_feedback_incorrect","count_feedback_incorrect_2","count_keyboard_response","count_new_advanced_delay","count_practice_discrim_endtask_display","count_practice_discrim_loop","count_practice_discrim_sequence","count_practice_discrim_trial_sequence","count_practice_discrim_trials_loop","count_practice_sound_file","count_pretest_discrim_endtask_display","count_pretest_discrim_instructions_2_display","count_pretest_discrim_instructions_3_display","count_pretest_discrim_instructions_display","count_pretest_discrim_loop","count_pretest_discrim_sequence","count_pretest_discrim_soundfile_1","count_pretest_discrim_trial_sequence","count_pretest_discrim_trials_loop","count_training_break_delay","count_training_break_display","count_training_break_sequence","count_welcome_display","datetime","delay_ID_advanced_delay","delay_ID_advanced_delay_2","delay_discrim_advanced_delay","delay_discrim_advanced_delay_long","delay_famililarization_advanced_delay","delay_new_advanced_delay","delay_training_break_delay","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","familiarization_1_soundfile","familiarization_image_file","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_discrim_loop","live_row_practice_discrim_trials_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","posttest_discrim_soundfile","practice_soundfile","pretest_discrim_soundfile","repeat_cycle","response","response_ID_instructions_1","response_ID_test_endtask_display","response_ID_training_1_instructions","response_ID_training_2_endtask_display","response_break_end","response_discrim_post_instructions","response_experiment_end_display","response_familiarization_1_endtask_display","response_keyboard_response","response_practice_discrim_endtask_display","response_pretest_discrim_endtask_display","response_pretest_discrim_instructions_2_display","response_pretest_discrim_instructions_3_display","response_pretest_discrim_instructions_display","response_time","response_time_ID_instructions_1","response_time_ID_test_endtask_display","response_time_ID_training_1_instructions","response_time_ID_training_2_endtask_display","response_time_break_end","response_time_discrim_post_instructions","response_time_experiment_end_display","response_time_familiarization_1_endtask_display","response_time_keyboard_response","response_time_practice_discrim_endtask_display","response_time_pretest_discrim_endtask_display","response_time_pretest_discrim_instructions_2_display","response_time_pretest_discrim_instructions_3_display","response_time_pretest_discrim_instructions_display","response_time_welcome_display","response_welcome_display","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_ID_advanced_delay","time_ID_advanced_delay_2","time_ID_instructions_1","time_ID_test_endtask_display","time_ID_test_loop","time_ID_test_sequence","time_ID_test_trial_sequence","time_ID_test_trials_loop","time_ID_training1_loop","time_ID_training1_loop_2","time_ID_training_1_display","time_ID_training_1_instructions","time_ID_training_1_sequence","time_ID_training_1_sequence_2","time_ID_training_1_sound_file","time_ID_training_1_sound_file_2","time_ID_training_1_trial_sequence","time_ID_training_1_trial_sequence_2","time_ID_training_1_trials_loop","time_ID_training_1_trials_loop_2","time_ID_training_2_endtask_display","time_break_end","time_discrim_advanced_delay","time_discrim_advanced_delay_long","time_discrim_display","time_discrim_post_instructions","time_discrim_post_loop","time_discrim_post_sequence","time_discrim_post_trial_sequence","time_discrim_post_trials_loop","time_discrim_sound_file","time_experiment","time_experiment_end_display","time_experiment_logger","time_familiarization_1_display","time_familiarization_1_display_2","time_familiarization_1_endtask_display","time_familiarization_1_loop","time_familiarization_1_sequence","time_familiarization_1_sound_file","time_familiarization_1_trial_sequence","time_familiarization_1_trials_loop","time_famililarization_advanced_delay","time_feedback_correct","time_feedback_correct_2","time_feedback_incorrect","time_feedback_incorrect_2","time_keyboard_response","time_new_advanced_delay","time_practice_discrim_endtask_display","time_practice_discrim_loop","time_practice_discrim_sequence","time_practice_discrim_trial_sequence","time_practice_discrim_trials_loop","time_practice_sound_file","time_pretest_discrim_endtask_display","time_pretest_discrim_instructions_2_display","time_pretest_discrim_instructions_3_display","time_pretest_discrim_instructions_display","time_pretest_discrim_loop","time_pretest_discrim_sequence","time_pretest_discrim_soundfile_1","time_pretest_discrim_trial_sequence","time_pretest_discrim_trials_loop","time_training_break_delay","time_training_break_display","time_training_break_sequence","time_welcome_display","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"NA","100","100","4388","4388","black","no","discrim_practice","legacy","legacy","legacy","0","Different","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","l","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","NA","NA","NA","NA","0","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","0","NA","NA","NA","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","0","0","0","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugD8-R7.wav","NA","0","l","NA","NA","NA","NA","NA","NA","NA","NA","l","NA","NA","space","space","space","4388","NA","NA","NA","NA","NA","NA","NA","NA","4388","NA","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","100912","NA","96517","NA","NA","NA","NA","NA","NA","787","NA","101912","NA","NA","NA","NA","NA","NA","NA","NA","NA","100912","NA","NA","NA","96518","NA","NA","96491","96493","96516","96493","96517","NA","85091","90044","82412","NA","NA","NA","NA","NA","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","1","4388","1","yes","1024"
"NA","100","100","3974","3974","black","no","discrim_practice","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","1","1","1","0","0","NA","NA","NA","NA","0","0","1","NA","NA","0","0","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","0","0","0","1","0","1","0","0","0","0","0","NA","NA","NA","NA","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","1","0","1","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR4-R8.wav","NA","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","NA","NA","space","space","space","3974","NA","NA","NA","NA","NA","NA","NA","NA","3974","NA","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","105935","NA","101956","NA","NA","NA","NA","NA","NA","787","NA","106935","NA","NA","NA","NA","NA","NA","NA","NA","NA","105935","NA","NA","NA","101956","NA","NA","96491","96493","101955","96493","101956","NA","85091","90044","82412","NA","NA","NA","NA","NA","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","1","3974","1","yes","1024"
"NA","100","100","3317","3317","black","no","discrim_practice","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","2","2","2","0","0","NA","NA","NA","NA","0","0","2","NA","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA","0","0","0","2","0","2","0","0","0","0","0","NA","NA","NA","NA","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","2","0","2","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugD12-D10.wav","NA","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","NA","NA","space","space","space","3317","NA","NA","NA","NA","NA","NA","NA","NA","3317","NA","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","110295","NA","106972","NA","NA","NA","NA","NA","NA","787","NA","111295","NA","NA","NA","NA","NA","NA","NA","NA","NA","110295","NA","NA","NA","106973","NA","NA","96491","96493","106971","96493","106973","NA","85091","90044","82412","NA","NA","NA","NA","NA","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","1","3317","1","yes","1024"
"NA","100","100","3330","3330","black","no","discrim_practice","legacy","legacy","legacy","0","Different","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","l","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","3","3","3","0","0","NA","NA","NA","NA","0","0","3","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","3","NA","0","0","0","3","0","3","0","0","0","0","0","NA","NA","NA","NA","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","3","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","NA","0","l","NA","NA","NA","NA","NA","NA","NA","NA","l","NA","NA","space","space","space","3330","NA","NA","NA","NA","NA","NA","NA","NA","3330","NA","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","111328","NA","NA","NA","NA","NA","NA","787","NA","115663","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","111328","NA","NA","96491","96493","111326","96493","111328","NA","85091","90044","82412","NA","NA","NA","NA","NA","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","1","3330","1","yes","1024"
"NA","0","0","3658","3658","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","0","0","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","4","4","4","0","0","NA","NA","NA","NA","0","0","4","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","4","NA","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","0","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugD12-D8.wav","0","l","NA","NA","NA","NA","NA","NA","NA","NA","l","space","NA","space","space","space","3658","NA","NA","NA","NA","NA","NA","NA","NA","3658","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","125138","NA","121480","NA","NA","NA","NA","NA","NA","787","NA","126138","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","121480","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","121480","121478","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","0","3658","1","yes","1024"
"NA","50","50","3604","3604","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","5","5","5","0","0","NA","NA","NA","NA","0","0","5","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","5","NA","0","0","0","3","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","1","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugR2-R7.wav","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","space","NA","space","space","space","3550","NA","NA","NA","NA","NA","NA","NA","NA","3550","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","129722","NA","126172","NA","NA","NA","NA","NA","NA","787","NA","130722","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","126172","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","126172","126171","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","1","7208","2","yes","1024"
"NA","66.6666666667","66.6666666667","3747.66666667","3747.66666667","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","6","6","6","0","0","NA","NA","NA","NA","0","0","6","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","6","NA","0","0","0","3","0","3","0","0","0","0","0","0","2","2","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","2","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugR7-R5.wav","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","space","NA","space","space","space","4035","NA","NA","NA","NA","NA","NA","NA","NA","4035","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","134794","NA","130759","NA","NA","NA","NA","NA","NA","787","NA","135794","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","130759","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","130759","130758","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","2","11243","3","yes","1024"
"NA","50","50","3595.75","3595.75","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","0","0","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","7","7","7","0","0","NA","NA","NA","NA","0","0","7","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","7","NA","0","0","0","3","0","3","0","0","0","0","0","0","3","3","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","3","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugR4-R7.wav","0","l","NA","NA","NA","NA","NA","NA","NA","NA","l","space","NA","space","space","space","3140","NA","NA","NA","NA","NA","NA","NA","NA","3140","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","138970","NA","135830","NA","NA","NA","NA","NA","NA","787","NA","139970","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","135830","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","135830","135829","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","2","14383","4","yes","1024"
"NA","60","60","3550.2","3550.2","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","8","8","8","0","0","NA","NA","NA","NA","0","0","8","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","8","NA","0","0","0","3","0","3","0","0","0","0","0","0","4","4","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","4","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugD8-D6.wav","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","space","NA","space","space","space","3368","NA","NA","NA","NA","NA","NA","NA","NA","3368","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","143370","NA","140002","NA","NA","NA","NA","NA","NA","787","NA","144370","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","140002","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","140002","140001","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","3","17751","5","yes","1024"
"NA","66.6666666667","66.6666666667","3651","3651","black","no","discrim_pretest","legacy","legacy","legacy","0","Same","uniform","NA","NA","NA","1","1","undefined","undefined","undefined","a","undefined","NA","NA","0","0","0","NA","NA","NA","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","9","9","9","0","0","NA","NA","NA","NA","0","0","9","NA","NA","0","0","NA","NA","NA","NA","NA","3","NA","NA","NA","9","NA","0","0","0","3","0","3","0","0","0","0","0","0","5","5","0","0","0","0","0","04/11/19 18:05:51","NA","NA","1000","3000","NA","NA","30000","The main experiment item","yes","","DIPOLE_phonetic_learning_day_1_version_1.osexp","C:\Users\labuser\Desktop\Local Experiments\Pam\DIPOLE_phonetic_learning_day_1_version_1","NA","NA","no","sans","no","32","no","white","no","yes","768","legacy","5","0","3","C:/Users/labuser/Desktop/Local Experiments/Pam/DIPOLE_phonetic_learning_day_1_version_1/subject-122.csv","legacy","Jazzy James","3.1.5","NA","dugR2-D9.wav","dugR8-R2.wav","0","a","NA","NA","NA","NA","NA","NA","NA","NA","a","space","NA","space","space","space","4155","NA","NA","NA","NA","NA","NA","NA","NA","4155","5764","NA","4951","6447","2678","81621","space","2","legacy","1024","1","44100","-16","experiment","122","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","148562","NA","144407","NA","NA","NA","NA","NA","NA","787","NA","149562","NA","NA","NA","NA","NA","NA","NA","NA","NA","114663","NA","NA","NA","144407","NA","115694","96491","96493","111326","96493","111328","NA","85091","90044","82412","121458","121460","144407","144406","121460","NA","NA","NA","789","DIPOLE_phonetic_learning_day_1_version_1","4","21906","6","yes","1024"
